"id","traceId","traceName","type","name","startTime","endTime","completionStartTime","environment","version","userId","sessionId","level","statusMessage","promptName","promptId","promptVersion","modelId","providedModelName","modelParameters","usageDetails","costDetails","totalCost","input","output","metadata","latencyMs","timeToFirstTokenMs","tags","release","parentObservationId","comments"
"product-recommender-run-1788686116810","run-1788686116810","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""COLD"",""is_sales_lead"":1,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}}","{""recommendation_status"":""INSUFFICIENT_INFORMATION"",""recommendations"":[]}","{""test_id"":""E02"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788686116810","[]"
"product-recommender-run-1788685440731","run-1788685440731","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline""],""confidence"":""HIGH""}}","{""recommendation_status"":""PARTIAL_MATCH"",""recommendations"":[{""product_id"":""P003"",""product_name"":""Adjustable Standing Desk Basic"",""price"":""$449.00"",""why_recommended"":""Matches the adjustable standing desk requirement and is within budget at $449 each. However, it does not fulfill the quantity of 30 units requested.""},{""product_id"":""P007"",""product_name"":""Ergonomic Task Chair"",""price"":""$299.00"",""why_recommended"":""Meets the ergonomic task chair requirement and is within the budget at $299 each. However, it does not fulfill the quantity of 30 units requested.""},{""product_id"":""P012"",""product_name"":""Huddle Room Table"",""price"":""$549.00"",""why_recommended"":""Matches the requirement for small meeting tables and is within budget at $549 each. However, it does not fulfill the quantity of 5 tables requested.""}]}","{""test_id"":""E11"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685440731","[]"
"product-recommender-run-1788686086224","run-1788686086224","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""urgent delivery deadline""],""confidence"":""HIGH""}}","{""recommendation_status"":""PARTIAL_MATCH"",""recommendations"":[{""product_id"":""P002"",""product_name"":""Adjustable Standing Desk Pro"",""price"":""$749.00"",""why_recommended"":""Matches the standing desk requirement, is height-adjustable, and is within the $800 budget. However, the catalog does not confirm a dark walnut finish.""},{""product_id"":""P003"",""product_name"":""Adjustable Standing Desk Basic"",""price"":""$449.00"",""why_recommended"":""Matches the standing desk requirement and is height-adjustable. It is within the $800 budget, but does not confirm a dark walnut finish.""}]}","{""test_id"":""E01"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788686086224","[]"
"product-recommender-run-1788686611233","run-1788686611233","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""WARM"",""is_sales_lead"":1,""qualification_signals"":[""specific product inquiry"",""delivery timeline inquiry""],""confidence"":""MEDIUM""}}","{""recommendation_status"":""PARTIAL_MATCH"",""recommendations"":[{""product_id"":""P001"",""product_name"":""Walnut Executive Desk"",""price"":""1299.00"",""why_recommended"":""This product is the requested Walnut Executive Desk but is currently out of stock. The customer inquired about delivery timeline and ordering.""},{""product_id"":""P004"",""product_name"":""Oak Executive Desk"",""price"":""899.00"",""why_recommended"":""This is an available executive desk, though it is made of solid oak instead of walnut. It is in stock and reasonably priced.""},{""product_id"":""P015"",""product_name"":""Desk Organizer Set"",""price"":""39.00"",""why_recommended"":""This walnut-finished desk accessory is available and complements executive desks.""}]}","{""test_id"":""E10"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788686611233","[]"
"product-recommender-run-1788685284075","run-1788685284075","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline"",""explicit purchase intent""],""confidence"":""HIGH""}}","{""recommendation_status"":""MATCH_FOUND"",""recommendations"":[{""product_id"":""P007"",""product_name"":""Ergonomic Task Chair"",""price"":""$299.00"",""why_recommended"":""Matches the ergonomic requirement, is in stock, and falls well within the $5,000 budget. Delivery is required, but the catalog does not confirm delivery details.""},{""product_id"":""P006"",""product_name"":""Ergonomic Pro Chair"",""price"":""$449.00"",""why_recommended"":""Matches the ergonomic requirement, is in stock, and is within the budget. Delivery is required, but the catalog does not confirm delivery details.""},{""product_id"":""P008"",""product_name"":""Executive Leather Chair"",""price"":""$599.00"",""why_recommended"":""Matches the ergonomic requirement, is in stock, and fits within the budget. Delivery is required, but the catalog does not confirm delivery details.""}]}","{""test_id"":""E03"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685284075","[]"
"product-recommender-run-1788685526714","run-1788685526714","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""explicit purchase intent""],""confidence"":""HIGH""}}","{""recommendation_status"":""PARTIAL_MATCH"",""recommendations"":[{""product_id"":""P007"",""product_name"":""Ergonomic Task Chair"",""price"":""299.00"",""why_recommended"":""Matches the requirement for a chair at $299, which is below Herman Miller's $395 and marked as in stock. However, it doesn't meet the specific price matching request.""},{""product_id"":""P006"",""product_name"":""Ergonomic Pro Chair"",""price"":""449.00"",""why_recommended"":""An ergonomic chair but priced at $449, exceeding the competitor's price of $395. It's marked as in stock, though it doesn't satisfy the price matching condition.""},{""product_id"":""P009"",""product_name"":""Basic Office Chair"",""price"":""149.00"",""why_recommended"":""This chair is priced at $149, which is well below the competitor's price point, but it may not have the ergonomic features preferred for long-term use.""}]}","{""test_id"":""E15"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685526714","[]"
"product-recommender-run-1788685477150","run-1788685477150","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""COLD"",""is_sales_lead"":1,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}}","{""recommendation_status"":""MATCH_FOUND"",""recommendations"":[{""product_id"":""P007"",""product_name"":""Ergonomic Task Chair"",""price"":""$299.00"",""why_recommended"":""Matches the primary product category of chairs. It features adjustable lumbar support and armrests, suitable for ergonomic needs.""},{""product_id"":""P006"",""product_name"":""Ergonomic Pro Chair"",""price"":""$449.00"",""why_recommended"":""Also a chair, offering full mesh design with lumbar support and adjustable features, suitable for prolonged ergonomic use.""},{""product_id"":""P008"",""product_name"":""Executive Leather Chair"",""price"":""$599.00"",""why_recommended"":""Fits the chair category and offers premium features such as leather upholstery and memory foam.""}]}","{""test_id"":""E13"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685477150","[]"
"product-recommender-run-1788686515332","run-1788686515332","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""COLD"",""is_sales_lead"":1,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}}","{""recommendation_status"":""INSUFFICIENT_INFORMATION"",""recommendations"":[]}","{""test_id"":""E07"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788686515332","[]"
"product-recommender-run-1788685306940","run-1788685306940","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""COLD"",""is_sales_lead"":1,""qualification_signals"":[""generic product inquiry"",""specific product requirement""],""confidence"":""MEDIUM""}}","{""recommendation_status"":""MATCH_FOUND"",""recommendations"":[{""product_id"":""d839f14b-2d0d-44d4-b969-9fa1ed695c46"",""product_name"":""Oak Executive Desk"",""price"":""899.00"",""why_recommended"":""Matches the desk requirement with colors available in Natural Oak and Dark Walnut finishes. This product is in stock and suitable for executive use.""},{""product_id"":""3cadc5a9-1d30-4ce0-986c-538dd3d466aa"",""product_name"":""Compact Home Office Desk"",""price"":""349.00"",""why_recommended"":""Also matches the desk requirement, offering a space-saving option. This product is in stock but does not meet the specific finish requirement.""},{""product_id"":""d411b412-751c-46ad-a652-2a9f906737a6"",""product_name"":""Sit-Stand Desk Converter"",""price"":""279.00"",""why_recommended"":""Offers flexibility in desk use but does not match the specific finish requirement and is a different product type.""}]}","{""test_id"":""E04"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685306940","[]"
"product-recommender-run-1788685235266","run-1788685235266","","SPAN","product_recommender","2026-09-06 11:40:00.000000","2026-09-06 11:40:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""qualification_output"":{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""requirements for finish and adjustability""],""confidence"":""HIGH""}}","{""recommendation_status"":""PARTIAL_MATCH"",""recommendations"":[{""product_id"":""P002"",""product_name"":""Adjustable Standing Desk Pro"",""price"":""$749"",""why_recommended"":""Electric height-adjustable desk which matches the adjustable height requirement and is suitable for a home office. However, it does not match the requested dark walnut finish.""},{""product_id"":""P003"",""product_name"":""Adjustable Standing Desk Basic"",""price"":""$449"",""why_recommended"":""Manual crank height-adjustable desk that fits within budget and is for home office use. It does not meet the dark walnut finish requirement.""}]}","{""test_id"":""E01"",""agent"":""product_recommender""}","1000","","[]","","t-run-1788685235266","[]"
"qualification-run-1788877576094","run-1788877576094","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""$800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""under $800"",""works from home full-time"",""quality matters""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788877576094","[]"
"qualification-run-1788691038779","run-1788691038779","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office use""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788691038779","[]"
"qualification-run-1788691100276","run-1788691100276","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""explicit purchase intent""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788691100276","[]"
"qualification-run-1788690955530","run-1788690955530","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""works from home full-time""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788690955530","[]"
"qualification-run-1788691226856","run-1788691226856","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""works from home full-time"",""adjustable height"",""dark walnut finish""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788691226856","[]"
"qualification-run-1788693344345","run-1788693344345","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":1,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788693344345","[]"
"qualification-run-1788690695697","run-1788690695697","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""works from home full-time""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788690695697","[]"
"qualification-run-1788691791557","run-1788691791557","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""works from home full-time""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788691791557","[]"
"qualification-run-1788693318214","run-1788693318214","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788693318214","[]"
"qualification-run-1788692076800","run-1788692076800","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""full-time work""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""clear product requirement"",""budget provided"",""specific finish requirement"",""adjustable height request"",""quality matters"",""home office usage""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788692076800","[]"
"qualification-run-1788694510488","run-1788694510488","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""HIGH""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788694510488","[]"
"qualification-run-1788692676379","run-1788692676379","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""home office setup"",""adjustable height""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788692676379","[]"
"qualification-run-1788687593917","run-1788687593917","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""works from home full-time"",""adjustable height"",""dark walnut finish""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788687593917","[]"
"qualification-run-1788692992911","run-1788692992911","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters"",""home office use""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788692992911","[]"
"qualification-run-1788801395772","run-1788801395772","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""$800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""under $800"",""works from home full-time"",""quality matters""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788801395772","[]"
"qualification-run-1788802318574","run-1788802318574","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""$800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""under $800"",""works from home full-time"",""quality matters""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quality matters""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788802318574","[]"
"qualification-run-1788695234468","run-1788695234468","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office use""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788695234468","[]"
"qualification-run-1788698594993","run-1788698594993","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Maria Chen"",""customer_email"":""unknown"",""product_interest"":""ergonomic office chairs"",""budget"":""$5,000"",""quantity"":""10"",""urgency"":""by end of month"",""requirements"":[""options with pricing and availability""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline"",""product options inquiry""],""confidence"":""HIGH""}","{""test_id"":""E03"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788698594993","[]"
"qualification-run-1788696141667","run-1788696141667","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788696141667","[]"
"qualification-run-1788696168459","run-1788696168459","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""LOW""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788696168459","[]"
"qualification-run-1788696296445","run-1788696296445","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""unknown"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""quality matters"",""home office"",""works from home full-time""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""requirements indicate specific needs""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788696296445","[]"
"qualification-run-1788694941051","run-1788694941051","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":"""",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""MEDIUM""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788694941051","[]"
"qualification-run-1788695254328","run-1788695254328","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""unknown"",""customer_email"":""unknown"",""product_interest"":""furniture"",""budget"":""unknown"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[]}}","{""lead_tier"":""COLD"",""is_sales_lead"":0,""qualification_signals"":[""generic product inquiry""],""confidence"":""HIGH""}","{""test_id"":""E02"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788695254328","[]"
"qualification-run-1788696748604","run-1788696748604","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""John Martinez"",""customer_email"":""john.martinez@techcorp.com"",""product_interest"":""standing desk"",""budget"":""under $800"",""quantity"":""unknown"",""urgency"":""unknown"",""requirements"":[""dark walnut finish"",""adjustable height"",""home office use"",""quality""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided""],""confidence"":""HIGH""}","{""test_id"":""E01"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788696748604","[]"
"qualification-run-1788698901384","run-1788698901384","","SPAN","qualification","2026-09-06 11:35:00.000000","2026-09-06 11:35:01.000000","","default","","","","DEFAULT","","","","","","","{}","{}","{}","0","{""email_ingestion_output"":{""customer_name"":""Maria Chen"",""customer_email"":""procurement@bigcorp.com"",""product_interest"":""ergonomic office chairs"",""budget"":""$5,000"",""quantity"":""10"",""urgency"":""By end of month"",""requirements"":[""10 ergonomic office chairs"",""total budget $5,000"",""approximately $500 per chair"",""delivered by end of month"",""options with pricing"",""options with availability""]}}","{""lead_tier"":""HOT"",""is_sales_lead"":1,""qualification_signals"":[""specific product requirement"",""budget provided"",""quantity provided"",""urgent delivery deadline"",""explicit purchase intent"",""product options inquiry""],""confidence"":""HIGH""}","{""test_id"":""E03"",""agent"":""Lead Qualifier Agent""}","1000","","[]","","t-run-1788698901384","[]"
